customer_id,first_name,last_name,email,phone,city,state,country,segment
CUST0023,Stacy,Smith,stacy.smith@example.com,(975)741-3015x281,Lake Rebecca,AK,USA,Corporate
CUST0024,Richard,Becker,richard.becker@example.com,+1-036-762-6931x702,Barbaramouth,AZ,USA,Retail
CUST0025,Joseph,Moody,joseph.moody@example.com,+1-401-634-6429x66430,Chasestad,DE,USA,SME
CUST0026,Matthew,Harvey,matthew.harvey@example.com,(539)578-2742x39637,New Catherine,SC,USA,SME
CUST0027,Crystal,Hernandez,crystal.hernandez@example.com,(751)906-4846x49148,Warrenmouth,MS,USA,Retail
CUST0028,Jeffrey,Torres,jeffrey.torres@example.com,4947677691,Monicamouth,MT,USA,Retail
CUST0029,Lauren,Davis,lauren.davis@example.com,1296797281,South Jamesburgh,NV,USA,Retail
CUST0030,Rebecca,Roberts,rebecca.roberts@example.com,001-923-599-3239x35839,West Yolandaland,GA,USA,SME
CUST0031,Jeremiah,Chavez,jeremiah.chavez@example.com,139.769.4940,Matthewtown,CO,USA,Retail
CUST0032,Eric,Edwards,eric.edwards@example.com,524-667-3118x4936,North Lawrence,NC,USA,SME
CUST0033,Gregory,Walker,gregory.walker@example.com,+1-773-803-5678,West Morgan,ND,USA,Retail
CUST0034,Ray,Wang,ray.wang@example.com,001-936-702-1332,Samanthabury,SC,USA,Retail
CUST0035,Carolyn,Rogers,carolyn.rogers@example.com,001-450-318-1696x4787,West Nancy,ME,USA,SME
CUST0036,Heather,Jensen,heather.jensen@example.com,538.903.2126x6595,Port Amandatown,NH,USA,Retail
CUST0037,Keith,Franklin,keith.franklin@example.com,8132129390,West Tylerchester,HI,USA,Corporate
CUST0038,Tracy,Tate,tracy.tate@example.com,170-115-1160x1195,Lisaton,AL,USA,Retail
CUST0039,Leslie,Stevens,leslie.stevens@example.com,(306)768-7256,East Rebecca,FL,USA,Retail
CUST0040,Larry,Hill,larry.hill@example.com,001-761-072-8214,Lake Justinville,ME,USA,Corporate
CUST0041,Jeremiah,Gordon,jeremiah.gordon@example.com,410.587.3664x41106,West Amandatown,MS,USA,SME
CUST0042,James,Andrade,james.andrade@example.com,560-367-9895x021,South Deannaview,DE,USA,SME
CUST0043,Heather,May,heather.may@example.com,327.656.0793,Shepardside,ND,USA,Retail
CUST0044,Alexis,Brown,alexis.brown@example.com,0619905266,Cannontown,AZ,USA,SME
CUST0045,Crystal,Thomas,crystal.thomas@example.com,(747)592-9550x0071,West Matthewburgh,MD,USA,Corporate
CUST0046,Brandy,Hart,brandy.hart@example.com,988.818.1485x25439,South Glennton,GA,USA,Corporate
CUST0047,Natalie,Armstrong,natalie.armstrong@example.com,(692)551-0032x9439,Josephfort,KS,USA,Retail
CUST0048,Jeffery,Holt,jeffery.holt@example.com,001-362-545-0194x27615,West Susanborough,WA,USA,SME
CUST0049,Lori,Bryant,lori.bryant@example.com,+1-360-818-2569x14424,Lake Jacob,UT,USA,Retail
CUST0050,Timothy,Salazar,timothy.salazar@example.com,883.730.6898,Tateshire,IL,USA,Corporate
CUST0051,Pamela,Preston,pamela.preston@example.com,885.249.0488,Caldwellborough,NH,USA,Retail
CUST0052,James,Allen,james.allen@example.com,3735454818,West Diana,IL,USA,SME
CUST0053,Jeffrey,Rodriguez,jeffrey.rodriguez@example.com,+1-414-784-3153x3240,Kellymouth,IN,USA,Retail
CUST0054,Carlos,Myers,carlos.myers@example.com,+1-269-938-6347x8092,Garciachester,AK,USA,Corporate
CUST0055,David,Peterson,david.peterson@example.com,178-385-7372x476,East Sarahport,GA,USA,SME
CUST0056,Ricardo,Hunter,ricardo.hunter@example.com,221.815.5315,East Michael,TN,USA,Retail
CUST0057,Stephanie,Pugh,stephanie.pugh@example.com,001-620-082-3006,Griffinton,KS,USA,Retail
CUST0058,Aaron,Hancock,aaron.hancock@example.com,407.777.2680x963,North Staciefurt,MS,USA,SME
CUST0059,Erik,Marks,erik.marks@example.com,1708170095,New Maria,PA,USA,Corporate
CUST0060,Robert,Ramos,robert.ramos@example.com,001-871-692-4452x6490,East Todd,FL,USA,SME
CUST0061,Melissa,Johnson,melissa.johnson@example.com,276-797-1331x902,Lutzton,ND,USA,SME
CUST0062,Andrea,Roberts,andrea.roberts@example.com,(350)797-3602,Katherinemouth,AK,USA,Corporate
CUST0063,Randy,Johnson,randy.johnson@example.com,(857)474-8043x708,South Karen,GA,USA,SME
CUST0064,Jane,Reyes,jane.reyes@example.com,087.517.0989x5958,Lake Jessicaview,KY,USA,Retail
CUST0065,Lisa,Thornton,lisa.thornton@example.com,(409)266-1000x1386,Cherryland,TN,USA,SME
CUST0066,Pamela,Larson,pamela.larson@example.com,001-731-729-9348x3008,North Elizabeth,MN,USA,Corporate
CUST0067,Christopher,Rivera,christopher.rivera@example.com,(271)777-7014x45650,New Oscar,WA,USA,Corporate
CUST0068,Heather,Hebert,heather.hebert@example.com,+1-618-865-7081x299,Lake Tammyside,MT,USA,SME
CUST0069,Carrie,Ware,carrie.ware@example.com,+1-971-219-3788x6615,West Amberhaven,ME,USA,SME
CUST0070,Rose,Freeman,rose.freeman@example.com,641-201-1523,West Kristenfurt,KS,USA,SME
CUST0071,Tina,Wilson,tina.wilson@example.com,(476)584-1549x6258,Kellerfort,MI,USA,SME
CUST0072,Nicholas,Wallace,nicholas.wallace@example.com,(423)043-1529x1214,Port Jameston,IL,USA,SME
CUST0073,Sheri,Gutierrez,sheri.gutierrez@example.com,(617)597-2917x15695,Kyleton,WA,USA,SME
CUST0074,Jaime,Sherman,jaime.sherman@example.com,+1-905-389-7172x9674,East Jasmineport,NE,USA,SME
CUST0075,Denise,Gregory,denise.gregory@example.com,548.936.1099,Lake Joshuaborough,OH,USA,Corporate
CUST0076,Brandon,Jones,brandon.jones@example.com,001-240-531-1851,South Ashleyburgh,DE,USA,Retail
CUST0077,Christopher,Jennings,christopher.jennings@example.com,+1-625-554-0529x34117,Garciaburgh,IA,USA,Retail
CUST0078,Todd,Ramos,todd.ramos@example.com,313.779.7998x030,North Michaelhaven,DC,USA,SME
CUST0079,Michelle,Chase,michelle.chase@example.com,001-622-578-3951x88867,Port Amystad,KY,USA,SME
CUST0080,Andrew,Johnson,andrew.johnson@example.com,+1-612-101-3401x37442,Christophermouth,NJ,USA,SME
CUST0081,Steven,Holden,steven.holden@example.com,001-240-721-1055x81043,West Michelleland,IN,USA,SME
CUST0082,Eric,Tucker,eric.tucker@example.com,041.647.0391x4715,Stevenside,MD,USA,SME
CUST0083,Nicholas,Lozano,nicholas.lozano@example.com,001-896-950-0915x0724,West Jenna,AL,USA,Corporate
CUST0084,Tracey,Schwartz,tracey.schwartz@example.com,(445)159-5463,Pageville,DC,USA,Retail
CUST0085,Emily,Martinez,emily.martinez@example.com,(257)014-9888x6654,Sanfordville,MT,USA,Retail
CUST0086,Sarah,Andrews,sarah.andrews@example.com,(367)340-3112,West Justinside,PA,USA,SME
CUST0087,Todd,Johnson,todd.johnson@example.com,266-037-9278x7911,Williamview,MD,USA,SME
CUST0088,Barbara,Velez,barbara.velez@example.com,+1-664-169-2932,Shellyland,MO,USA,Corporate
CUST0089,John,Martin,john.martin@example.com,001-217-993-7221x92244,Joneshaven,WY,USA,SME
CUST0090,Daniel,Carson,daniel.carson@example.com,936-734-4766x662,Melissahaven,RI,USA,Retail
CUST0091,Anthony,Villa,anthony.villa@example.com,(836)072-8044x87487,Skinnerport,IA,USA,SME
CUST0092,Kenneth,Perry,kenneth.perry@example.com,427-408-5596x97536,North Pamela,IN,USA,Corporate
CUST0093,Barbara,Jacobson,barbara.jacobson@example.com,476.619.2862x62245,East Michael,TX,USA,SME
CUST0094,Lauren,Hall,lauren.hall@example.com,+1-963-028-7549,Haysfurt,ND,USA,Corporate
CUST0095,Jason,Gomez,jason.gomez@example.com,660.722.8355,Kristyside,UT,USA,Corporate
CUST0096,Rose,Hernandez,rose.hernandez@example.com,001-337-827-9319,West Lauraborough,WV,USA,SME
CUST0097,Adriana,Clements,adriana.clements@example.com,001-963-648-5488x8440,Port Sherry,IA,USA,Retail
CUST0098,Katherine,Hooper,katherine.hooper@example.com,+1-601-772-5877x55602,Kellytown,OR,USA,Corporate
CUST0099,David,Ross,david.ross@example.com,766.033.0589,Lake Nicholas,DE,USA,SME
CUST0100,Cindy,Robinson,cindy.robinson@example.com,237-026-0532,Amberport,WA,USA,Retail
CUST0101,Joshua,Hughes,joshua.hughes@example.com,+1-159-042-9642x936,South Rachelview,NC,USA,Retail
CUST0102,Oscar,Sanchez,oscar.sanchez@example.com,(990)622-6574x933,Wandaview,TN,USA,Retail
CUST0103,Gregory,Pope,gregory.pope@example.com,721-148-4804x415,Castrotown,NM,USA,Retail
CUST0104,Andrew,Hansen,andrew.hansen@example.com,+1-275-683-8405,Jacksonside,WY,USA,Retail
CUST0105,Jessica,Lynch,jessica.lynch@example.com,001-658-322-1489x15135,East Christopher,RI,USA,SME
CUST0106,Chad,Fisher,chad.fisher@example.com,338-718-2383,Courtneybury,DE,USA,Corporate
CUST0107,Amanda,Petty,amanda.petty@example.com,0687779205,Brianberg,MS,USA,Retail
CUST0108,Jeffrey,Chase,jeffrey.chase@example.com,001-127-817-3651x417,Port Joanneview,OR,USA,Retail
CUST0109,Christopher,Porter,christopher.porter@example.com,507.678.9126x71646,Douglasside,AR,USA,Corporate
CUST0110,Jennifer,Rice,jennifer.rice@example.com,(996)011-7495x601,North Amyview,SC,USA,Retail
CUST0111,Michael,Watson,michael.watson@example.com,331-895-5899x291,South Steven,CA,USA,SME
CUST0112,Nicholas,Griffin,nicholas.griffin@example.com,+1-103-786-8236x628,New Meganland,ME,USA,Corporate
CUST0113,John,Allen,john.allen@example.com,556-983-4126x375,Stacyberg,NM,USA,Retail
CUST0114,Lisa,Guerra,lisa.guerra@example.com,+1-831-152-5699x727,Richardsonview,AZ,USA,Corporate
CUST0115,Sean,Rangel,sean.rangel@example.com,982-995-4388x81072,Joemouth,AK,USA,Corporate
CUST0116,Colton,Sanders,colton.sanders@example.com,001-221-330-3685x052,Port Michelle,ID,USA,Retail
CUST0117,Colton,Walsh,colton.walsh@example.com,001-187-965-4410x98972,East Christinaberg,LA,USA,Retail
CUST0118,Sean,Estrada,sean.estrada@example.com,6396446789,Jennyfort,MT,USA,Retail
CUST0119,Arthur,Griffin,arthur.griffin@example.com,+1-497-459-0693x6721,Anthonyburgh,MA,USA,Corporate
CUST0120,Larry,Gonzalez,larry.gonzalez@example.com,6595424533,West Kevin,OH,USA,Retail
CUST0121,Nicole,Copeland,nicole.copeland@example.com,5285904423,Port Heatherville,SC,USA,Retail
CUST0122,Jeffrey,Cunningham,jeffrey.cunningham@example.com,+1-765-077-5449x79577,New Luisland,WV,USA,Retail
CUST0123,Maria,Cobb,maria.cobb@example.com,(549)631-1929x330,Port Rhonda,MO,USA,SME
CUST0124,Samuel,Hall,samuel.hall@example.com,001-278-608-9748x970,Johnton,KY,USA,Retail
CUST0125,Lisa,Graves,lisa.graves@example.com,+1-196-743-3782,Saraberg,CT,USA,Retail
CUST0126,Reginald,Brown,reginald.brown@example.com,001-472-457-9730x633,West Carolynstad,IL,USA,Retail
CUST0127,Amanda,Figueroa,amanda.figueroa@example.com,(634)374-4149x753,Thomasbury,FL,USA,Retail
CUST0128,John,Thornton,john.thornton@example.com,001-742-745-4596,Omarbury,MS,USA,SME
CUST0129,John,Flynn,john.flynn@example.com,+1-572-697-4954,Donaldbury,IA,USA,Corporate
CUST0130,Kathy,Vaughn,kathy.vaughn@example.com,(591)835-3452,Jonesview,WI,USA,Retail
CUST0131,Timothy,Blevins,timothy.blevins@example.com,(036)593-0456x31354,South Johnborough,MN,USA,Retail
CUST0132,Ana,Martin,ana.martin@example.com,001-783-830-1358x219,Millerville,RI,USA,Retail
CUST0133,Deborah,Garcia,deborah.garcia@example.com,+1-188-222-7639x5873,Port Matthew,WV,USA,Corporate
CUST0134,Erik,Watkins,erik.watkins@example.com,+1-786-194-2008x722,Lauraport,KS,USA,SME
CUST0135,Robert,Snow,robert.snow@example.com,(098)883-8422x726,West Davidview,CA,USA,SME
CUST0136,Julie,Martin,julie.martin@example.com,5517435371,North Johnfort,NY,USA,Retail
CUST0137,Tyler,Walker,tyler.walker@example.com,(866)899-0087,Hinesmouth,MD,USA,Retail
CUST0138,Daniel,Jones,daniel.jones@example.com,(833)115-1910x3324,New Jeffreymouth,SC,USA,SME
CUST0139,Keith,Hughes,keith.hughes@example.com,001-685-619-9791x069,Rodneyfort,FL,USA,Retail
CUST0140,Melissa,Horton,melissa.horton@example.com,4313451936,Maloneville,DE,USA,Corporate
CUST0141,Brent,Lee,brent.lee@example.com,001-461-666-3206,South Juliashire,OK,USA,SME
CUST0142,Colin,Weber,colin.weber@example.com,(382)798-2694x665,Stanleyport,TN,USA,SME
CUST0143,Brian,Knox,brian.knox@example.com,934.713.6330,North Emily,PA,USA,SME
CUST0144,Matthew,Thomas,matthew.thomas@example.com,372-466-6703x05374,Christopherberg,FL,USA,SME
CUST0145,Jack,Jackson,jack.jackson@example.com,1952552608,Pamelabury,MN,USA,SME
CUST0146,Rachel,Perez,rachel.perez@example.com,475.950.4205,West Jasonstad,UT,USA,Retail
CUST0147,Amber,Richardson,amber.richardson@example.com,+1-537-709-7267x958,New Kyle,RI,USA,SME
CUST0148,Michael,Conrad,michael.conrad@example.com,001-376-356-9174,Jamesside,AL,USA,Retail
CUST0149,Steven,Krueger,steven.krueger@example.com,(735)737-1194x872,East Williamchester,IA,USA,SME
CUST0150,Kathryn,Cunningham,kathryn.cunningham@example.com,001-715-066-7393x00386,Jeffreyborough,OH,USA,Corporate
CUST0151,Alexandra,Welch,alexandra.welch@example.com,(037)216-5793x93824,Vegamouth,TN,USA,SME
CUST0152,Amanda,Adams,amanda.adams@example.com,001-490-036-4046,West Joy,OK,USA,Retail
CUST0153,Kathleen,Graham,kathleen.graham@example.com,181.091.6740x2278,Pierceburgh,WA,USA,SME
CUST0154,Kelli,Martinez,kelli.martinez@example.com,3054323123,Johnfort,IL,USA,Corporate
CUST0155,Ronald,Chan,ronald.chan@example.com,001-194-015-6202,North Ashleybury,CT,USA,Corporate
CUST0156,Teresa,Miller,teresa.miller@example.com,4624415088,Troychester,WV,USA,Retail
CUST0157,Jimmy,Mckinney,jimmy.mckinney@example.com,0531493430,East Amanda,WA,USA,Retail
CUST0158,Matthew,Castillo,matthew.castillo@example.com,(256)115-3785x728,Stacyton,SC,USA,SME
CUST0159,Jessica,Torres,jessica.torres@example.com,551-066-4313x05480,Port Joyce,MO,USA,Retail
CUST0160,Ryan,Barker,ryan.barker@example.com,(376)373-8466,Banksshire,NE,USA,Retail
CUST0161,Melissa,Conrad,melissa.conrad@example.com,164-539-1986x0628,New Allison,AL,USA,Corporate
CUST0162,Jeff,Meyer,jeff.meyer@example.com,877.304.0700,Thomasborough,CA,USA,Retail
CUST0163,Michelle,Mccarthy,michelle.mccarthy@example.com,274-365-6033x343,Ruizchester,AZ,USA,Retail
CUST0164,Kathy,Reeves,kathy.reeves@example.com,236-599-5221x0021,West Benjamin,CA,USA,Retail
CUST0165,Tommy,Travis,tommy.travis@example.com,(741)189-6141x07146,West Rickchester,SD,USA,Retail
CUST0166,Arthur,Davis,arthur.davis@example.com,(997)451-6250x4010,North Ronnie,NC,USA,Retail
CUST0167,Katherine,Garcia,katherine.garcia@example.com,669-748-5172,Donaldport,NM,USA,Corporate
CUST0168,Kenneth,Le,kenneth.le@example.com,001-961-180-1686x561,West Steven,OK,USA,SME
CUST0169,Joshua,White,joshua.white@example.com,385.298.9939,Tonyland,NE,USA,Corporate
CUST0170,Gregory,Johnson,gregory.johnson@example.com,139.456.2588,North Matthew,MD,USA,SME
CUST0171,Heather,Hughes,heather.hughes@example.com,033.152.5075x7833,South Johnnyhaven,KS,USA,Retail
CUST0172,Karen,Clark,karen.clark@example.com,001-725-128-5290,Ortegaborough,RI,USA,Retail
CUST0173,Jessica,Martin,jessica.martin@example.com,939.080.9422x0443,Port Erikbury,AK,USA,Retail
CUST0174,Joseph,Moody,joseph.moody@example.com,849-639-3710,Mcculloughbury,OR,USA,SME
CUST0175,Kristin,Caldwell,kristin.caldwell@example.com,+1-186-332-9841x4443,South Emily,OK,USA,SME
CUST0176,Kyle,Ramirez,kyle.ramirez@example.com,001-931-258-9275x098,New Dustinburgh,IL,USA,SME
CUST0177,Paul,Thomas,paul.thomas@example.com,860-633-7863,North Colleen,MI,USA,Corporate
CUST0178,Heather,Dean,heather.dean@example.com,(688)667-2850x464,Stacyhaven,WV,USA,SME
CUST0179,Sheila,Crawford,sheila.crawford@example.com,(062)872-6100x0100,Martinezshire,VA,USA,Corporate
CUST0180,Heather,Dyer,heather.dyer@example.com,001-124-153-2566x6530,South Williamchester,TN,USA,SME
CUST0181,Deborah,Patel,deborah.patel@example.com,+1-950-024-6173x939,North Christian,NY,USA,SME
CUST0182,Caroline,Miller,caroline.miller@example.com,+1-977-541-0532x632,West Melissaborough,NJ,USA,Retail
CUST0183,Michele,Bowman,michele.bowman@example.com,340.679.6584,Lake Troytown,CO,USA,Corporate
CUST0184,Amanda,Adams,amanda.adams@example.com,001-111-717-6622x5852,North Ricky,NY,USA,Retail
CUST0185,Julie,Parsons,julie.parsons@example.com,074-453-0280x8781,Gregoryburgh,SD,USA,Retail
CUST0186,Kimberly,Simmons,kimberly.simmons@example.com,(601)587-1928x7763,East Mark,SD,USA,SME
CUST0187,Brittney,Rangel,brittney.rangel@example.com,647.664.9301,North Valerieland,NV,USA,Retail
CUST0188,Amanda,Gates,amanda.gates@example.com,065.445.5191,Robertport,IL,USA,Corporate
CUST0189,Monica,Webb,monica.webb@example.com,8429591640,New Sherry,SC,USA,Retail
CUST0190,Alex,Smith,alex.smith@example.com,5744045886,Lake Michaelfort,HI,USA,Retail
CUST0191,Peter,Young,peter.young@example.com,001-972-506-9054x92132,Adkinsberg,CT,USA,Retail
CUST0192,Amanda,Stewart,amanda.stewart@example.com,641-476-2654,Lake Robertberg,MD,USA,Retail
CUST0193,Dylan,Turner,dylan.turner@example.com,365.079.6507x41917,Robinsonside,DC,USA,SME
CUST0194,Sarah,Gray,sarah.gray@example.com,646-066-7937x027,South Amyburgh,AK,USA,SME
CUST0195,Anthony,Nelson,anthony.nelson@example.com,(800)187-9469x7171,Jamesberg,TN,USA,SME
CUST0196,Antonio,Mcintyre,antonio.mcintyre@example.com,763-931-1944,West Nicoleberg,IN,USA,Retail
CUST0197,Sean,Carroll,sean.carroll@example.com,+1-217-000-6472x39543,South Brianport,ND,USA,SME
CUST0198,Anthony,Patton,anthony.patton@example.com,163-618-0580x21947,Rebeccaview,ME,USA,Retail
CUST0199,Krystal,Bryant,krystal.bryant@example.com,912-572-1253,Leeside,IL,USA,SME
CUST0200,Tina,Stanley,tina.stanley@example.com,001-004-324-6162,Port Christopher,CO,USA,Retail
CUST0201,Maria,Mitchell,maria.mitchell@example.com,9298810055,Hernandezton,NY,USA,Corporate
CUST0202,Teresa,Kelley,teresa.kelley@example.com,001-842-740-0747x935,North Kimberlyshire,NV,USA,Retail
CUST0203,Justin,Stark,justin.stark@example.com,259-048-0391x6671,Chenland,GA,USA,SME
CUST0204,Michaela,Jones,michaela.jones@example.com,001-104-121-7574x89217,Hortonborough,NM,USA,Corporate
CUST0205,David,Murphy,david.murphy@example.com,(607)080-5208x59192,South Austin,WY,USA,SME
CUST0206,Maria,Lopez,maria.lopez@example.com,347.715.1909,Roachport,UT,USA,SME
CUST0207,Marie,Ellis,marie.ellis@example.com,+1-770-103-9213x56330,Jenkinston,DC,USA,SME
CUST0208,Rodney,Jackson,rodney.jackson@example.com,948-699-7791,Kellyport,OH,USA,Corporate
CUST0209,Kerry,Jones,kerry.jones@example.com,222-032-1742x396,Amyview,IN,USA,SME
CUST0210,Sydney,Swanson,sydney.swanson@example.com,(502)137-8559,Murilloshire,RI,USA,Corporate
CUST0211,William,Ryan,william.ryan@example.com,+1-875-656-9368x04057,New Debbie,NJ,USA,SME
CUST0212,Amber,Collins,amber.collins@example.com,(125)510-3868x61933,Cowanshire,ME,USA,Retail
CUST0213,Brian,Hayden,brian.hayden@example.com,106.092.8362,Franciscoport,CO,USA,Retail
CUST0214,Danielle,Wood,danielle.wood@example.com,001-123-602-6084x749,West Saraland,HI,USA,SME
CUST0215,Joseph,Jordan,joseph.jordan@example.com,672-150-6229x121,North Lauraland,ME,USA,Corporate
CUST0216,Timothy,Hines,timothy.hines@example.com,158-707-4223,Myersfort,WA,USA,Retail
CUST0217,Jesse,Gonzalez,jesse.gonzalez@example.com,(380)978-2064,Evantown,MD,USA,Corporate
CUST0218,Leslie,Russell,leslie.russell@example.com,+1-451-810-7460x126,Erinbury,ME,USA,SME
CUST0219,Debra,Silva,debra.silva@example.com,029-127-7189,North Paulfort,RI,USA,SME
CUST0220,Emily,Clark,emily.clark@example.com,263-603-1837x23854,Powellland,NH,USA,Retail
CUST0221,Nichole,Fox,nichole.fox@example.com,+1-083-699-2596x044,Cookmouth,MD,USA,Corporate
CUST0222,Theresa,Holmes,theresa.holmes@example.com,(988)087-6114x35447,Danatown,UT,USA,Retail
CUST0223,Jerry,Robinson,jerry.robinson@example.com,(109)293-9440x993,Lewisfurt,OH,USA,Corporate
CUST0224,Shannon,Atkins,shannon.atkins@example.com,+1-447-792-3169x3447,Port Linda,NV,USA,SME
CUST0225,Dustin,Osborne,dustin.osborne@example.com,702.206.9651x28146,Collinsberg,MT,USA,Retail
CUST0226,Melissa,Salazar,melissa.salazar@example.com,130-460-2926x213,New Danielside,MI,USA,Retail
CUST0227,Lynn,Robinson,lynn.robinson@example.com,613-341-6166,Gardnerhaven,WA,USA,Corporate
CUST0228,Alejandro,Johnson,alejandro.johnson@example.com,022.099.7453x7840,Griffithview,KY,USA,Corporate
CUST0229,William,Ray,william.ray@example.com,+1-253-275-5901x477,New Christine,TN,USA,SME
CUST0230,Barbara,Frazier,barbara.frazier@example.com,(747)035-2911,New Robert,ME,USA,SME
CUST0231,Dwayne,Terrell,dwayne.terrell@example.com,100.082.0900,Ryanbury,NC,USA,Retail
CUST0232,Susan,Klein,susan.klein@example.com,660-514-2355x4823,South Samanthaborough,NE,USA,Corporate
CUST0233,Amber,Hull,amber.hull@example.com,062.380.7823,Port Victor,IA,USA,Retail
CUST0234,James,Adams,james.adams@example.com,559-728-5316x2319,Lake Joshuabury,AL,USA,Retail
CUST0235,Autumn,Shelton,autumn.shelton@example.com,001-461-938-7944x708,Stevensborough,MO,USA,Retail
CUST0236,Jason,Day,jason.day@example.com,816.608.3795x700,Gamblemouth,VT,USA,Corporate
CUST0237,Angela,Fox,angela.fox@example.com,(125)816-0348x5900,New Jeffreymouth,LA,USA,Corporate
CUST0238,Lindsey,Norris,lindsey.norris@example.com,(482)183-8055,Kellyton,MO,USA,SME
CUST0239,Brendan,Robertson,brendan.robertson@example.com,001-914-101-6728x9346,Garciachester,IN,USA,Corporate
CUST0240,Denise,Diaz,denise.diaz@example.com,+1-699-668-3756x6480,South Marilynfurt,LA,USA,Retail
CUST0241,Joshua,Smith,joshua.smith@example.com,9518499880,New Johnside,NJ,USA,Retail
CUST0242,Keith,Davis,keith.davis@example.com,671.829.6359x923,Christinafurt,AZ,USA,SME
CUST0243,Karen,Anderson,karen.anderson@example.com,001-506-312-3256x75146,Port Samantha,VT,USA,SME
CUST0244,Amy,Flores,amy.flores@example.com,4497465939,South Haleystad,MT,USA,SME
CUST0245,James,Johnson,james.johnson@example.com,512.604.1434x5610,North Jessicachester,AL,USA,Corporate
CUST0246,Eric,Farrell,eric.farrell@example.com,+1-182-558-2830x37533,Garciaton,AR,USA,SME
CUST0247,Kaitlyn,Harris,kaitlyn.harris@example.com,396.055.9508,East Mark,KY,USA,SME
CUST0248,Lisa,Castro,lisa.castro@example.com,(056)794-5883,East Elizabethburgh,PA,USA,SME
CUST0249,Christina,Martinez,christina.martinez@example.com,+1-507-816-6670x225,Romanville,IA,USA,Corporate
CUST0250,Timothy,Sheppard,timothy.sheppard@example.com,(395)787-9283x2760,Amandaville,LA,USA,SME
CUST0251,Tiffany,Nunez,tiffany.nunez@example.com,(910)322-7193,North Deborah,VA,USA,Corporate
CUST0252,Sarah,Allen,sarah.allen@example.com,7487268007,South Lisaton,FL,USA,SME
CUST0253,Christopher,Miller,christopher.miller@example.com,(777)390-3206x9853,Rogersville,ME,USA,SME
CUST0254,Dominique,Aguirre,dominique.aguirre@example.com,(509)927-3732x410,Kyleland,MI,USA,SME
CUST0255,Joel,Evans,joel.evans@example.com,+1-523-747-9391,Reginaldshire,MS,USA,Corporate
CUST0256,Alejandra,Martinez,alejandra.martinez@example.com,015-085-2429,Port James,NY,USA,SME
CUST0257,Lisa,Bell,lisa.bell@example.com,861-443-7850x4027,North Christopher,MI,USA,SME
CUST0258,Troy,Ramos,troy.ramos@example.com,778.264.7039,Davidland,PA,USA,Corporate
CUST0259,Whitney,Barnett,whitney.barnett@example.com,(024)809-9647,East Jeffrey,OH,USA,Retail
CUST0260,David,Ramirez,david.ramirez@example.com,001-023-068-4477x695,West Kellybury,TN,USA,Corporate
CUST0261,Nathan,Lester,nathan.lester@example.com,(976)689-1418,Lake Andrew,FL,USA,Retail
CUST0262,Megan,Williams,megan.williams@example.com,642.051.3163,Port Lindaside,IL,USA,Retail
CUST0263,Jay,Johnson,jay.johnson@example.com,272.126.1300x215,South Julie,ND,USA,Retail
CUST0264,Jennifer,Phillips,jennifer.phillips@example.com,(854)035-2844,Bestburgh,DC,USA,SME
